"vertices","names","CTRL_amore.graphml","CTRL_barbatoa.graphml","CTRL_barbatog.graphml","CTRL_cioffi.graphml","CTRL_denapoli.graphml","CTRL_dimatteo.graphml","CTRL_iadanza.graphml","CTRL_incoronato.graphml","CTRL_lavoro.graphml","CTRL_longo.graphml","CTRL_palma.graphml","CTRL_penta.graphml","CTRL_rubino.graphml","CTRL_salerno.graphml","CTRL_tufano.graphml"
"52","Occipital_Mid_R","4","3","8","8","7","6","3","6","2","4","4","2","8","6","1"
"53","Occipital_Inf_L","7","1","5","8","2","8","4","3","8","5","4","5","7","5","7"
"54","Occipital_Inf_R","3","1","5","8","2","2","8","3","8","5","1","8","7","5","7"
"55","Fusiform_L","5","6","4","8","2","4","4","1","8","4","8","5","3","5","2"
"56","Fusiform_R","7","6","4","8","5","4","4","1","8","5","1","5","1","5","7"
"57","Postcentral_L","2","5","3","1","6","1","5","5","5","8","4","6","5","8","3"
"58","Postcentral_R","4","3","8","3","3","7","5","2","1","4","5","6","8","6","1"
"59","Parietal_Sup_L","8","5","2","8","6","8","8","3","4","8","7","8","2","4","1"
"60","Parietal_Sup_R","4","3","8","3","3","6","5","2","2","4","4","2","8","6","1"
"61","Parietal_Inf_L","2","5","3","8","6","1","3","5","2","4","4","6","8","1","3"
"62","Parietal_Inf_R","8","2","1","3","3","7","2","2","3","2","5","6","8","4","1"
"63","SupraMarginal_L","2","2","1","1","6","7","3","5","5","2","4","8","2","3","1"
"64","SupraMarginal_R","4","3","8","3","3","6","3","2","1","4","4","2","8","6","1"
"65","Angular_L","8","2","1","8","2","7","2","5","8","2","5","8","2","4","1"
"66","Angular_R","8","2","1","8","7","7","2","2","3","4","5","8","2","4","1"
"67","Precuneus_L","3","1","5","4","1","1","8","6","4","8","7","2","5","8","3"
"68","Precuneus_R","2","1","5","4","1","8","8","3","4","8","7","6","5","8","3"
"69","Paracentral_Lobule_L","3","5","2","6","1","1","5","6","4","8","6","6","5","8","3"
"70","Paracentral_Lobule_R","4","3","8","6","1","1","5","6","4","8","6","2","5","8","3"
"71","Caudate_L","6","5","3","2","7","8","7","8","7","6","1","7","8","1","4"
"72","Caudate_R","4","4","2","5","7","5","1","7","1","4","3","3","8","1","8"
"73","Putamen_L","5","5","3","5","6","8","7","6","5","2","1","7","5","8","6"
"74","Putamen_R","6","3","8","5","4","5","1","7","1","7","1","3","8","6","8"
"75","Pallidum_L","5","6","4","5","4","3","4","4","5","1","1","3","3","2","6"
"76","Pallidum_R","5","6","4","5","4","3","1","8","5","1","1","3","3","2","6"
"77","Thalamus_L","3","4","2","5","1","5","1","7","4","8","1","3","5","1","3"
"78","Thalamus_R","3","6","4","5","1","5","1","6","4","8","1","3","5","8","3"
"79","Heschl_L","3","5","3","1","6","8","7","5","5","4","4","8","8","3","6"
"80","Heschl_R","4","3","8","1","3","8","7","2","1","7","4","6","3","3","6"
"81","Temporal_Sup_L","3","5","3","1","6","8","7","5","5","4","4","6","8","3","6"
"82","Temporal_Sup_R","4","3","8","3","3","8","3","2","1","7","1","3","8","6","8"
"83","Temporal_Pole_Sup_L","3","5","3","5","6","4","7","4","5","2","4","6","3","3","6"
"84","Temporal_Pole_Sup_R","4","8","7","3","7","5","1","2","1","7","1","3","1","6","8"
"85","Temporal_Mid_L","3","5","3","8","2","4","7","4","8","4","4","5","1","1","5"
"86","Temporal_Mid_R","4","8","7","8","7","8","3","2","8","4","1","7","8","6","8"
"87","Temporal_Pole_Mid_L","5","8","7","7","8","3","6","4","8","2","8","1","3","2","2"
"88","Temporal_Pole_Mid_R","5","8","7","8","8","3","4","4","8","2","1","1","3","2","2"
"89","Temporal_Inf_L","5","2","1","8","8","3","6","4","8","1","1","1","3","2","2"
"90","Temporal_Inf_R","5","2","1","8","2","4","4","2","8","4","1","5","1","2","7"
